track id,amazement,solemnity,tenderness,nostalgia,calmness,power,joyful_activation,tension,sadness,mood,age
9,0,0,1,1,0,0,0,0,0,4,45
9,1,0,1,0,1,0,0,0,0,3,41
9,0,0,0,1,0,0,0,0,0,5,49
9,0,0,0,0,0,0,0,0,1,2,29
9,0,0,0,1,0,0,0,0,0,2,29
9,0,0,0,1,0,0,0,0,1,4,26
9,0,0,1,0,1,0,1,0,0,3,37
9,0,0,0,1,0,0,0,0,1,3,41
9,0,0,0,1,1,0,0,0,1,4,40
9,0,1,0,1,1,0,0,0,0,4,22
9,1,0,1,0,0,0,1,0,0,3,26
9,0,1,0,0,0,0,0,0,0,4,36
9,0,0,1,1,1,0,0,0,0,2,33
9,0,0,0,0,1,0,0,0,1,3,51
9,1,0,0,0,1,0,0,0,1,5,45
9,0,1,0,0,0,0,0,0,0,3,48
9,0,0,1,1,1,0,0,0,0,4,46
9,0,1,0,0,1,0,0,0,1,4,40
9,0,0,0,1,0,0,0,1,1,4,38
9,0,0,0,0,1,0,0,0,0,3,31
9,0,0,0,0,1,0,0,0,0,3,51
9,0,1,1,0,1,0,0,0,0,3,26
9,0,0,1,0,1,0,0,0,0,4,70
9,0,0,0,0,1,0,0,0,0,5,46
9,0,0,0,1,0,0,0,0,1,5,51
9,0,0,0,0,0,0,0,0,0,2,67
9,0,0,1,1,1,0,0,0,0,4,65
9,0,1,0,1,0,0,0,0,1,2,25
9,0,1,0,0,1,0,0,0,0,3,27
9,0,0,0,1,0,0,0,0,0,3,35
9,0,0,0,0,1,1,1,0,0,5,27
9,1,0,1,0,1,0,0,0,0,4,47
9,0,0,0,1,0,0,0,0,0,3,24
9,0,1,0,0,0,0,0,0,1,3,26
9,0,1,1,1,0,0,0,0,0,4,23
10,0,0,0,0,0,1,1,0,0,4,25
10,0,0,0,0,0,0,0,1,0,4,57
10,1,0,0,0,0,0,1,1,0,3,33
10,0,0,0,1,0,0,1,0,0,4,51
10,0,0,0,0,0,1,0,0,0,3,24
10,0,0,0,0,0,1,1,0,0,3,33
10,0,0,0,0,0,0,1,0,1,3,41
10,1,0,0,0,0,1,0,0,0,5,25
10,0,0,0,0,0,0,1,1,0,3,37
10,0,1,1,0,0,0,1,0,0,3,37
10,0,0,0,0,0,0,0,1,0,3,24
10,0,0,0,0,0,1,0,0,0,4,45
10,1,1,0,0,0,0,1,0,0,3,26
10,0,0,0,0,0,0,0,1,0,5,49
10,1,0,0,1,0,0,1,0,0,3,30
10,1,0,0,0,0,0,0,0,0,2,29
10,0,0,0,0,0,1,0,0,0,4,26
10,1,1,0,0,0,1,0,0,0,4,22
10,0,0,0,0,0,1,1,0,0,4,30
10,0,0,0,0,0,1,1,0,0,3,41
10,0,1,0,0,0,0,1,1,0,4,40
10,0,0,0,0,0,1,0,0,0,4,36
10,0,1,0,0,0,0,1,1,0,3,26
10,0,0,0,0,0,1,1,0,0,3,51
10,0,0,0,0,0,1,1,0,0,5,45
10,0,0,0,0,0,0,1,1,0,3,31
10,0,0,0,0,0,1,1,0,0,3,48
10,0,0,0,0,0,1,1,0,0,4,46
10,1,0,0,0,0,0,1,1,0,4,38
10,0,1,0,0,0,0,0,0,0,3,51
10,0,1,0,0,0,1,1,0,0,4,34
10,0,0,0,0,0,1,1,0,0,4,70
10,0,0,0,0,0,0,1,0,0,5,46
10,1,0,0,0,0,0,0,0,0,4,29
10,0,1,0,0,0,1,1,0,0,4,37
10,1,0,0,0,0,1,1,0,0,4,65
10,0,0,0,0,0,1,0,0,0,5,51
10,0,0,0,0,0,0,1,0,0,4,59
10,1,1,0,0,0,0,1,0,0,3,27
10,0,0,0,0,0,0,1,0,0,3,24
10,0,1,0,0,0,0,0,0,0,3,35
10,0,0,0,0,1,1,1,0,0,5,27
10,1,0,0,0,0,1,1,0,0,4,47
10,0,0,0,0,0,1,0,0,0,4,46
10,1,0,0,0,0,0,0,1,0,3,26
10,1,0,0,0,0,1,1,0,0,4,23
10,0,0,0,0,0,1,0,0,0,4,22
11,0,0,0,1,0,0,0,0,0,3,24
11,0,0,0,1,0,0,0,0,1,3,33
11,0,0,0,0,1,0,0,0,1,5,25
11,0,1,1,0,1,0,0,0,0,4,19
11,0,1,1,1,0,0,0,0,0,4,36
11,0,0,0,0,1,0,0,0,0,5,49
11,0,1,0,0,0,1,0,0,0,3,30
11,0,0,0,1,0,0,0,0,0,2,29
11,0,0,1,0,0,0,1,1,0,4,22
11,0,0,0,1,0,0,0,0,1,4,26
11,0,0,1,0,1,0,0,0,0,3,41
11,0,0,0,1,0,0,0,0,1,4,31
11,0,1,0,0,0,0,0,1,1,3,33
11,0,0,0,1,0,0,0,0,0,3,31
11,0,0,0,1,1,0,0,0,1,3,26
11,0,1,0,0,0,0,0,0,1,3,51
11,0,1,0,1,0,0,0,0,1,3,48
11,0,1,0,0,0,0,0,0,1,4,46
11,0,1,0,0,0,0,0,1,0,4,38
11,0,1,0,1,1,0,0,0,0,4,38
11,0,0,0,1,0,0,0,0,0,3,51
11,0,0,1,0,0,0,0,1,0,4,34
11,0,0,1,0,0,0,0,0,1,4,70
11,0,0,0,0,1,0,0,0,0,5,46
11,0,0,0,0,1,0,0,0,0,4,37
11,0,0,0,0,1,0,0,0,0,2,32
11,0,1,0,1,0,0,0,0,1,4,65
11,1,1,0,0,0,0,0,0,0,3,27
11,0,0,0,0,0,0,0,1,0,5,51
11,0,1,0,0,0,0,0,0,0,4,59
11,0,0,0,0,1,0,0,0,0,4,25
11,0,0,0,0,1,0,0,0,0,3,24
11,0,0,1,1,0,0,0,0,0,3,26
11,0,0,0,0,0,0,0,1,0,3,35
11,0,1,0,0,1,0,0,0,1,3,45
11,0,0,0,0,1,1,1,0,0,5,27
11,1,0,1,1,0,0,0,0,0,4,47
11,0,0,1,0,0,0,0,0,1,4,45
11,0,0,0,0,1,0,0,0,0,4,46
11,0,0,0,1,0,0,0,0,0,4,22
11,0,0,1,1,0,0,0,0,1,4,23
11,0,0,1,0,1,0,1,0,0,3,41
11,0,1,0,0,1,0,0,0,1,3,24
11,0,0,0,1,0,0,0,0,1,4,25
11,0,0,0,0,0,0,0,0,1,3,42
11,0,0,0,0,0,0,0,0,1,4,57
11,0,0,0,1,1,0,0,0,0,2,56
12,1,0,0,0,0,0,0,1,0,3,33
12,0,0,1,0,0,0,1,0,0,5,25
12,1,0,0,0,0,0,0,0,0,4,36
12,0,0,0,0,1,0,1,0,0,4,20
12,1,0,1,0,0,0,1,0,0,4,30
12,0,0,0,0,1,0,1,0,0,4,22
12,0,0,0,0,0,1,0,0,0,5,49
12,0,0,0,1,0,0,1,0,0,3,30
12,0,0,0,0,0,0,1,0,0,2,29
12,1,0,0,0,1,0,1,0,0,4,29
12,1,0,0,0,0,0,1,0,0,4,31
12,0,0,0,1,0,0,1,0,0,4,26
12,0,1,0,1,0,0,1,0,0,4,32
12,0,0,0,0,0,0,1,0,0,3,41
12,0,0,0,0,0,0,1,1,0,3,33
12,0,0,0,0,0,0,1,0,0,3,31
12,0,0,0,0,0,0,1,0,0,3,51
12,1,0,1,0,0,0,1,0,0,3,26
12,1,0,0,0,0,0,1,0,0,4,46
12,0,0,0,0,0,0,1,0,0,3,48
12,0,0,0,0,0,0,1,0,0,2,23
12,1,0,0,1,0,0,1,0,0,4,38
12,0,0,1,0,0,0,1,0,0,4,70
12,0,0,0,0,0,0,0,1,0,5,46
12,0,0,0,0,1,0,0,0,0,3,27
12,1,0,1,0,0,0,0,0,0,2,32
12,0,0,0,0,0,1,1,0,0,4,69
12,1,0,0,0,0,0,1,0,0,4,65
12,0,0,0,0,0,0,1,0,0,5,51
12,0,0,1,0,0,0,0,0,0,4,59
12,0,0,0,1,0,0,0,1,0,4,25
12,0,0,0,0,1,0,1,0,0,3,45
12,0,0,0,0,0,0,0,0,1,4,47
12,0,0,0,0,0,0,1,0,0,3,24
12,0,0,0,0,0,1,0,0,0,3,35
12,0,0,0,1,0,1,1,0,0,5,27
12,1,0,1,0,0,0,1,0,0,4,47
12,0,0,0,0,1,0,0,0,0,4,22
12,1,0,0,0,0,0,1,0,0,4,45
12,0,0,0,0,0,0,1,0,0,4,46
12,1,0,1,0,0,0,1,0,0,4,34
12,1,1,0,0,0,0,1,0,0,4,23
12,0,0,0,0,1,0,0,0,0,3,27
12,0,0,0,0,0,0,1,0,0,4,19
12,0,1,0,1,0,0,0,0,1,4,25
12,1,0,0,0,1,0,1,0,0,4,27
12,0,0,0,0,0,0,1,0,0,3,42
12,0,0,0,0,0,0,1,0,0,4,57
12,0,0,0,0,0,0,1,0,0,2,56
12,0,0,0,0,0,0,1,0,0,3,24
12,1,0,0,1,0,0,1,0,0,5,22
13,0,1,0,0,0,0,0,0,0,4,20
13,0,0,0,1,1,0,0,0,1,4,31
13,0,0,0,0,1,0,0,0,0,4,25
13,0,0,0,1,1,0,0,1,0,4,30
13,0,1,0,0,0,1,0,0,0,4,22
13,0,0,0,1,0,0,0,1,0,4,29
13,0,0,0,1,0,0,0,0,0,4,19
13,0,0,0,0,0,1,0,0,0,5,49
13,0,0,0,0,1,0,0,0,1,3,30
13,0,0,0,1,1,1,0,0,0,4,19
13,0,0,0,0,0,0,0,0,1,2,29
13,0,1,0,0,0,0,0,0,0,4,26
13,0,1,0,1,0,0,0,1,0,3,24
13,0,0,0,0,0,0,0,0,1,3,31
13,0,1,0,1,0,0,0,0,0,3,51
13,0,0,1,0,0,1,0,0,0,3,41
13,0,0,0,1,0,0,0,1,0,3,33
13,0,0,0,0,1,0,0,0,0,4,26
13,0,0,1,1,1,0,0,0,0,3,27
13,0,0,0,0,1,0,0,0,0,4,46
13,0,0,1,1,1,0,0,0,0,3,26
13,1,0,0,0,0,0,0,1,1,4,30
13,0,0,1,1,1,0,0,0,0,4,38
